2pac	330.2722940055073
3 doors down	191.06021725440806
30 seconds to mars	262.60320973990036
50 cent	210.58153451592221
[unknown]	132.17818398784985
a perfect circle	295.52791046813155
a tribe called quest	200.4031856645097
abba	160.81845552933518
ac/dc	237.48273314147934
adele	128.35856761426103
aerosmith	172.4565625418957
afi	340.3168445717261
air	203.82873613298923
akon	149.0704892785215
alanis morissette	195.1001060618422
alexisonfire	351.72137657180673
alice in chains	242.90762976269264
alicia keys	170.3020338338719
alkaline trio	420.33530707793994
amon amarth	337.6372602145876
amon tobin	222.443559520017
amy macdonald	128.6281764870148
amy winehouse	169.05868611071782
anathema	361.7977171099082
andrew bird	251.88683812405446
animal collective	273.1722200546235
antony and the johnsons	194.63338033585438
aphex twin	256.7850845410628
apocalyptica	238.9123445115298
arcade fire	222.3816622421891
arch enemy	318.97781710914455
architecture in helsinki	218.7705596107056
arctic monkeys	276.39819659722906
armin van buuren	204.84299822739933
as i lay dying	355.2282608695652
atb	273.4631202503353
atreyu	330.805222734255
audioslave	187.7677112852142
autechre	237.80271774721678
avenged sevenfold	339.50726534886763
avril lavigne	258.04768867393994
babyshambles	240.38980263157896
bad religion	415.08631730855956
band of horses	201.16178469904833
basement jaxx	149.80813600485732
beastie boys	219.9585042348053
beck	220.6016600670119
beirut	232.7486736214605
belle and sebastian	288.5888800037631
ben folds	270.6545136124821
ben harper	169.2217793594306
beyoncé	198.31023053693747
billie holiday	162.52333291630177
billy joel	193.60758877898493
billy talent	266.15390027262333
björk	261.40243452600515
black eyed peas	136.53098006644518
black sabbath	220.313961856783
blind guardian	394.24498709549334
blink-182	335.9471035995355
bloc party	250.81291452418213
blonde redhead	226.36377452334898
blondie	141.77355698075974
bloodhound gang	182.16863100634632
blur	186.5405632347242
boards of canada	332.8823721258901
bob dylan	296.9459484924623
bob marley	211.7089258698941
bob marley & the wailers	207.91532419118627
bon iver	188.60511860174782
bon jovi	206.79046129788898
bonobo	218.30045832626038
brand new	439.12440854010384
breaking benjamin	292.8223272055048
brian eno	223.6208039187437
bright eyes	379.84318972437785
britney spears	358.62745850522884
broken social scene	265.8906775807185
bruce springsteen	276.2102451518478
bryan adams	155.59090217556673
bullet for my valentine	273.83569146508444
burial	208.24397453387903
cake	224.31876872223944
calexico	218.66901408450704
cansei de ser sexy	172.86150294947421
cascada	175.31989424983476
cat power	242.15218170950388
children of bodom	370.31251913070093
chris brown	172.8735632183908
christina aguilera	243.74238705572222
clint mansell	211.94276039987102
cocorosie	229.299405568881
coheed and cambria	373.14488766620815
coldplay	250.260091701879
common	213.60240652089533
counting crows	217.34326241134752
cradle of filth	322.4240926239105
creedence clearwater revival	156.9224166947156
crystal castles	197.3964686998395
cut copy	180.77601865488464
cypress hill	205.0580992229528
daft punk	207.02766343825667
damien rice	225.14509894867038
dark tranquillity	384.4745969380843
dashboard confessional	285.5038158229458
dave matthews band	300.1721332316298
david bowie	240.93330617105966
david guetta	120.28739455863135
dead can dance	297.6308117231855
death cab for cutie	335.954466127241
deep purple	186.3949775486446
deftones	320.3844377190188
depeche mode	289.1600763311018
devendra banhart	245.24906909391808
diana krall	153.98820831968555
dido	156.1869361241429
die Ärzte	433.20452425373134
digitalism	144.04356900600052
dimmu borgir	331.57968770163893
dire straits	172.81753345620643
disturbed	314.5450939711984
dj shadow	187.49258902791146
dr. dre	170.33807662236123
dream theater	424.35177723413443
dropkick murphys	365.9858360202672
duffy	103.45363884601686
eagles	150.49177463968553
editors	192.21084022182694
eels	266.1793219666931
ella fitzgerald	142.26408212886668
elliott smith	371.78135048231513
elton john	157.127746660922
elvis presley	207.52099248689942
eminem	241.35626574307304
enigma	263.75285947712416
ennio morricone	193.89504827156648
ensiferum	359.72840303568546
enya	270.8653290529695
eric clapton	165.2609756097561
erykah badu	163.2645486935867
evanescence	279.10215502429924
explosions in the sky	291.4224544529733
faith no more	248.28896755162242
faithless	160.53332647603375
fall out boy	329.1422742244727
fatboy slim	146.74864767399927
feist	198.11642961772907
fiona apple	202.44124803205955
fleet foxes	158.9047034764826
fleetwood mac	175.8225449175486
flogging molly	280.5244466675003
foo fighters	249.6242171189979
frank sinatra	196.3771420768758
frank zappa	360.2244649805447
franz ferdinand	194.1372357326164
garbage	250.5742453501372
genesis	215.6812769191791
girl talk	233.0656015834865
gnarls barkley	157.35432372505542
god is an astronaut	275.6229482812016
gogol bordello	209.48773762879117
goldfrapp	180.8342444631343
goo goo dolls	201.8319339298004
good charlotte	233.65144642677149
gorillaz	197.61405313534306
gotan project	140.09953475257296
green day	264.85469966629586
groove armada	125.35465372739303
guano apes	218.9388366707533
guns n roses	211.36412172984518
guns n' roses	208.2919839836696
gwen stefani	146.63859808830222
hans zimmer	273.6127483813351
helloween	325.01354096140824
him	320.62056541019956
hooverphonic	196.903502501787
hot chip	166.14950646698435
howard shore	260.36893482629915
iced earth	354.86539692701666
imogen heap	208.61146359823638
in flames	570.3588487755617
incubus	292.0813432152988
infected mushroom	295.27072274397716
interpol	275.3469953325554
iron & wine	249.46677080374894
iron maiden	378.15385533065574
jack johnson	271.16629907366564
james blunt	166.03105646630237
james brown	132.83055513075394
jamiroquai	193.7251238032354
jason mraz	223.4744572673715
jay-z	256.928879500044
jeff buckley	193.46086656706126
jethro tull	240.03604474520094
jimi hendrix	184.92375366568916
jimmy eat world	291.2432913154435
johann sebastian bach	252.02342400690847
john coltrane	169.48343949044585
john legend	174.61835514622717
john lennon	167.36420944294352
john mayer	269.44014991801356
john williams	258.86614979520186
johnny cash	245.5839580209895
josé gonzález	181.50435108075231
